X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
DM,2023-05-04 16:46:07,2023-04-26,FOMC,"Fomo Worldwide, Inc.",Grover Vikram P,"CEO, Dir, 10%",P - Purchase,$0.18,"+5,548,815","100,215,482",+6%,"+$989,138",,,,
DM,2023-06-14 14:59:52,2023-05-02,FOMC,"Fomo Worldwide, Inc.",Grover Vikram P,"CEO, Dir, 10%",P - Purchase,$0.00,"+241,666,666","241,666,666",New,"+$57,000",,,,
DM,2023-06-15 10:00:06,2023-05-02,FOMC,"Fomo Worldwide, Inc.",Grover Vikram P,"CEO, Dir, 10%",P - Purchase,$0.00,"+245,000,000","245,000,000",New,"+$58,000",,,,
DM,2023-06-01 09:13:10,2023-05-02,FOMC,"Fomo Worldwide, Inc.",Grover Vikram P,"CEO, Dir, 10%",P - Purchase,$0.00,"+225,548,815","228,548,815",>999%,"+$1,041,138",,,,
AM,2023-05-11 13:01:20,2023-05-02,BFST,"Business First Bancshares, Inc.",Mansfield Keith,"EVP, COO of b1Bank",P - Purchase,$14.59,"+10,000","64,227",+18%,"+$145,915",,,,
DM,2023-06-02 10:32:32,2023-05-02,FOMC,"Fomo Worldwide, Inc.",Grover Vikram P,"CEO, Dir, 10%",P - Purchase,$0.00,"+228,882,148","231,882,148",>999%,"+$1,042,138",,,,
M,2023-05-05 16:47:48,2023-05-02,BFST,"Business First Bancshares, Inc.",Mansfield Keith,"EVP, COO of b1Bank",P - Purchase,$14.59,"+10,000","64,227",+18%,"+$145,915",,,,
,2023-05-03 19:05:16,2023-05-02,TRST,Trustco Bank Corp N Y,Ozimek Michael M,"EVP, CFO",P - Purchase,$28.71,"+1,750","18,083",+11%,"+$50,243",,,,
DM,2023-06-13 18:33:21,2023-05-02,FOMC,"Fomo Worldwide, Inc.",Grover Vikram P,"CEO, Dir, 10%",P - Purchase,$0.00,"+238,333,333","238,333,333",New,"+$56,000",,,,
,2023-05-04 14:03:14,2023-05-02,TRST,Trustco Bank Corp N Y,Leonard Robert M,"EVP, CHIEF RISK OFFICER",P - Purchase,$28.44,+880,"30,886",+3%,"+$25,027",,,,
DM,2023-06-07 06:15:13,2023-05-02,FOMC,"Fomo Worldwide, Inc.",Grover Vikram P,"CEO, Dir, 10%",P - Purchase,$0.00,"+233,882,148","236,882,148",>999%,"+$1,043,138",,,,
DM,2023-06-09 16:37:12,2023-05-02,FOMC,"Fomo Worldwide, Inc.",Grover Vikram P,"CEO, Dir, 10%",P - Purchase,$0.00,"+233,333,333","233,333,333",New,"+$55,000",,,,
,2023-05-04 18:34:13,2023-05-04,ADT,Adt Inc.,Smail David W,"EVP, CLO, Secretary",P - Purchase,$4.91,"+10,000","457,210",+2%,"+$49,100",,,,
,2023-05-04 18:03:16,2023-05-04,EWBC,East West Bancorp Inc,Ng Dominic,CEO,P - Purchase,$42.09,"+11,900","896,752",+1%,"+$500,889",,,,
,2023-05-04 16:15:23,2023-05-04,SMBK,Smartfinancial Inc.,Carroll William Young Jr.,"Pres, CEO",P - Purchase,$19.34,"+1,500","155,138",+1%,"+$29,010",,,,
,2023-05-04 14:11:02,2023-05-04,EWBC,East West Bancorp Inc,Oh Irene H,CFO,P - Purchase,$43.00,"+1,000","128,215",+1%,"+$43,000",,,,
,2023-05-04 14:09:28,2023-05-04,EWBC,East West Bancorp Inc,Teo Gary,EVP,P - Purchase,$43.00,"+3,450","14,855",+30%,"+$148,350",,,,
,2023-05-04 18:56:28,2023-05-04,ADT,Adt Inc.,Devries James David,"Pres, CEO",P - Purchase,$4.96,"+50,000","3,541,520",+1%,"+$248,000",,,,
,2023-05-05 11:43:28,2023-05-04,HONE,"Harborone Bancorp, Inc.",Casey Joseph F,"Pres, CEO",P - Purchase,$8.25,"+10,000","313,806",+3%,"+$82,500",,,,
,2023-05-04 18:04:58,2023-05-04,EWBC,East West Bancorp Inc,Shi Parker,COO,P - Purchase,$41.94,"+4,780","4,780",New,"+$200,473",,,,
,2023-05-04 21:04:32,2023-05-04,ADT,Adt Inc.,Thorsen Wayne,"EVP, Chief Business Officer",P - Purchase,$5.14,"+10,000","452,194",+2%,"+$51,400",,,,
,2023-05-04 21:24:24,2023-05-04,ADT,Adt Inc.,Young Donald M.,"EVP, COO",P - Purchase,$5.15,"+50,000","1,959,058",+3%,"+$257,500",,,,
A,2023-05-05 16:15:09,2023-05-04,SMBK,Smartfinancial Inc.,Carroll William Young Jr.,"Pres, CEO",P - Purchase,$19.33,"+1,500","155,138",+1%,"+$28,995",,,,
,2023-05-05 11:10:29,2023-05-04,HONE,"Harborone Bancorp, Inc.",Simmons Linda,"EVP, CFO",P - Purchase,$7.88,"+6,000","54,874",+12%,"+$47,280",,,,
,2023-05-04 20:26:44,2023-05-04,ADT,Adt Inc.,Porpora Kenneth,"EVP, CFO",P - Purchase,$5.12,"+12,000","487,139",+3%,"+$61,440",,,,
,2023-05-08 16:49:13,2023-05-05,ALB,Albemarle Corp,Masters J Kent,"COB, CEO",P - Purchase,$181.64,"+5,470","51,466",+12%,"+$993,571",,,,
,2023-05-08 16:33:56,2023-05-05,ADT,Adt Inc.,Haenggi Jamie Elizabeth,"Exec. VP, Solar",P - Purchase,$5.79,"+100,000","1,443,641",+7%,"+$579,000",,,,
,2023-05-08 16:34:32,2023-05-05,ADT,Adt Inc.,Jackson Delu,"EVP, CMO",P - Purchase,$5.76,"+8,650","194,675",+5%,"+$49,824",,,,
,2023-05-05 16:17:17,2023-05-05,SNV,Synovus Financial Corp,Creson Shellie,"EVP, Chief Risk Officer",P - Purchase,$28.33,"+2,800","34,648",+9%,"+$79,324",,,,
,2023-05-08 16:46:54,2023-05-05,ALB,Albemarle Corp,Coleman Kristin M.,"EVP, GC",P - Purchase,$182.00,"+1,373","1,373",New,"+$249,886",,,,
,2023-05-05 16:17:45,2023-05-05,SNV,Synovus Financial Corp,Bishop Daniel Zachary,"EVP, Tech., Ops., Sec.",P - Purchase,$27.96,"+1,000","32,541",+3%,"+$27,960",,,,
,2023-05-08 16:08:31,2023-05-05,CNDT,Conduent Inc,Wood Stephen Henry,"EVP, CFO",P - Purchase,$3.00,"+33,373","697,681",+5%,"+$100,059",,,,
,2023-05-08 16:05:36,2023-05-05,CNDT,Conduent Inc,Skelton Clifford,"Pres, CEO",P - Purchase,$2.91,"+34,418","3,447,499",+1%,"+$100,156",,,,
,2023-05-08 15:33:44,2023-05-08,IVAC,Intevac Inc,Hunton Nigel,"Pres, CEO",P - Purchase,$5.04,"+5,000","312,253",+2%,"+$25,200",,,,
,2023-05-08 14:13:14,2023-05-08,IVAC,Intevac Inc,Moniz James P,"CFO,",P - Purchase,$5.06,"+5,000","300,117",+2%,"+$25,300",,,,
,2023-05-11 16:24:50,2023-05-09,PBPB,Potbelly Corp,Cirulis Steven,"SVP, CFO",P - Purchase,$8.35,"+3,117","327,077",+1%,"+$26,027",,,,
M,2023-05-11 16:40:14,2023-05-09,BRT,Brt Apartments Corp.,Gould Jeffrey,"Pres, CEO",P - Purchase,$16.90,"+5,954","3,981,339",0%,"+$100,639",,,,
M,2023-05-11 16:45:12,2023-05-09,BRT,Brt Apartments Corp.,Gould Matthew J,SVP,P - Purchase,$16.90,"+5,954","3,966,309",0%,"+$100,639",,,,
D,2023-05-11 16:57:30,2023-05-09,BFS,"Saul Centers, Inc.",Pearson David Todd,"Pres, COO",P - Purchase,$33.00,"+3,500","5,530",+172%,"+$115,500",,,,
,2023-05-09 20:28:53,2023-05-09,PBPB,Potbelly Corp,Wright Robert D.,"Pres, CEO",P - Purchase,$8.35,"+5,988","691,746",+1%,"+$50,000",,,,
DM,2023-05-11 16:57:53,2023-05-09,BFS,"Saul Centers, Inc.",Saul B Francis II,"COB, CEO, 10%",P - Purchase,$33.39,"+10,000","10,739,895",0%,"+$333,851",,,,
,2023-05-10 16:08:51,2023-05-10,ABCB,Ameris Bancorp,Proctor H Palmer Jr,CEO,P - Purchase,$29.25,"+10,000","549,389",+2%,"+$292,510",,,,
,2023-05-10 16:11:16,2023-05-10,ABCB,Ameris Bancorp,Stokes Nicole S,CFO,P - Purchase,$29.07,"+1,000","34,894",+3%,"+$29,070",,,,
M,2023-05-15 16:30:16,2023-05-11,AFCG,"Afc Gamma, Inc.",Tannenbaum Robyn,Pres,P - Purchase,$10.22,"+243,372","3,743,125",+7%,"+$2,488,319",,,,
M,2023-05-15 16:30:22,2023-05-11,AFCG,"Afc Gamma, Inc.",Tannenbaum Leonard M,"CEO, 10%",P - Purchase,$10.22,"+243,372","3,743,125",+7%,"+$2,488,319",,,,
,2023-05-15 16:33:00,2023-05-15,SOND,Sonder Holdings Inc.,Bourgault Dominique,CFO,P - Purchase,$0.32,"+100,000","100,000",New,"+$32,000",,,,
,2023-05-16 12:19:34,2023-05-15,LAZR,"Luminar Technologies, Inc./De",Russell Austin,"Chairperson, Pres, CEO, 10%",P - Purchase,$5.83,"+1,300,000","2,330,000",+126%,"+$7,574,970",,,,
,2023-05-17 16:49:25,2023-05-15,GOCO,"Gohealth, Inc.",Schulz Jason,CFO,P - Purchase,$14.29,"+6,881","273,548",+3%,"+$98,329",,,,
M,2023-05-17 20:22:25,2023-05-15,LAZR,"Luminar Technologies, Inc./De",Russell Austin,"Chairperson, Pres, CEO, 10%",P - Purchase,$6.03,"+1,475,685","3,805,685",+63%,"+$8,898,350",,,,
,2023-05-17 16:03:53,2023-05-15,ECBK,"Ecb Bancorp, Inc. /Md/",Migliozzi John,"EVP, CLO",P - Purchase,$10.97,"+6,501","46,501",+16%,"+$71,296",,,,
,2023-05-17 16:04:57,2023-05-15,ECBK,"Ecb Bancorp, Inc. /Md/",Citrano John A,"EVP, COO, CFO",P - Purchase,$10.97,"+4,346","60,214",+8%,"+$47,655",,,,
M,2023-05-17 16:15:08,2023-05-15,SOND,Sonder Holdings Inc.,Davidson Francis,CEO,P - Purchase,$0.41,"+615,645","4,060,224",+18%,"+$249,596",,,,
,2023-05-17 16:47:21,2023-05-15,GOCO,"Gohealth, Inc.",Kotte Vijay,CEO,P - Purchase,$13.78,"+7,241","646,130",+1%,"+$99,781",,,,
,2023-05-16 21:38:33,2023-05-16,SLQT,"Selectquote, Inc.",Danker Timothy Robert,CEO,P - Purchase,$1.23,"+100,000","1,673,781",+6%,"+$123,000",,,,
,2023-05-18 09:16:45,2023-05-16,EGBN,Eagle Bancorp Inc,Riel Susan G,"Pres, CEO",P - Purchase,$17.60,"+1,800","295,711",+1%,"+$31,681",,,,
,2023-05-16 21:39:33,2023-05-16,SLQT,"Selectquote, Inc.",Grant Robert Clay,Pres,P - Purchase,$1.28,"+200,000","3,848,641",+5%,"+$256,000",,,,
,2023-05-17 12:11:11,2023-05-16,EGBN,Eagle Bancorp Inc,Saltzman Paul,"EVP, GC",P - Purchase,$17.50,"+1,500","11,467",+15%,"+$26,250",,,,
,2023-05-16 15:20:15,2023-05-16,RILY,"B. Riley Financial, Inc.",Riley Bryant R,"COB, Co-CEO, 10%",P - Purchase,$32.95,"+20,000","7,030,032",0%,"+$659,062",,,,
A,2023-05-17 20:18:51,2023-05-16,RILY,"B. Riley Financial, Inc.",Riley Bryant R,"COB, Co-CEO, 10%",P - Purchase,$32.95,"+20,000","6,665,631",0%,"+$659,062",,,,
,2023-05-18 06:30:10,2023-05-17,ADC,Agree Realty Corp,Agree Joey,"Pres, CEO",P - Purchase,$65.35,"+5,000","524,303",+1%,"+$326,750",,,,
,2023-05-18 06:30:11,2023-05-17,ADC,Agree Realty Corp,Erlich Craig,COO,P - Purchase,$65.50,"+1,500","32,851",+5%,"+$98,250",,,,
,2023-05-19 11:20:50,2023-05-19,BOWL,Bowlero Corp.,Lavan Robert M.,CFO,P - Purchase,$11.47,"+8,595","8,595",New,"+$98,585",,,,
AM,2023-05-23 08:23:57,2023-05-19,BOWL,Bowlero Corp.,Lavan Robert M.,CFO,P - Purchase,$11.66,"+17,162","17,162",New,"+$200,149",,,,
,2023-05-24 10:46:31,2023-05-23,GRNT,"Granite Ridge Resources, Inc.",Brandenberg Luke C,"Pres, CEO",P - Purchase,$5.67,"+10,000","39,820",+34%,"+$56,700",,,,
,2023-05-25 16:03:57,2023-05-23,PRLD,Prelude Therapeutics Inc,Vaddi Krishna,CEO,P - Purchase,$5.63,"+11,856","2,713,245",0%,"+$66,749",,,,
,2023-05-25 16:05:57,2023-05-23,PRLD,Prelude Therapeutics Inc,Chardonnet Laurent,CFO,P - Purchase,$5.50,"+5,000","42,165",+13%,"+$27,500",,,,
M,2023-05-25 16:14:30,2023-05-23,GRNT,"Granite Ridge Resources, Inc.",Farquharson Tyler,CFO,P - Purchase,$5.78,"+10,000","35,686",+39%,"+$57,836",,,,
,2023-05-30 06:30:09,2023-05-26,ADC,Agree Realty Corp,Coughenour Peter,CFO,P - Purchase,$64.25,+500,"6,043",+9%,"+$32,125",,,,
,2023-05-30 06:30:06,2023-05-26,ADC,Agree Realty Corp,Erlich Craig,COO,P - Purchase,$64.09,"+3,000","35,851",+9%,"+$192,270",,,,
,2023-05-30 16:35:03,2023-05-30,GCO,Genesco Inc,Vaughn Mimi Eckel,"Board Chair, Pres, CEO",P - Purchase,$18.85,"+10,000","334,817",+3%,"+$188,549",,,,
,2023-05-30 16:30:05,2023-05-30,GCO,Genesco Inc,Ewoldsen Daniel E,SVP,P - Purchase,$19.31,"+1,545","42,555",+4%,"+$29,834",,,,
,2023-05-30 16:32:51,2023-05-30,GCO,Genesco Inc,George Thomas,"SVP-Finance, CFO",P - Purchase,$18.56,"+5,402","32,920",+20%,"+$100,275",,,,
,2023-06-02 08:28:59,2023-05-31,ZD,"Ziff Davis, Inc.",Rossen Jeremy,"EVP, GC",P - Purchase,$58.45,"+1,000","10,699",+10%,"+$58,450",,,,
,2023-06-02 08:29:15,2023-05-31,ZD,"Ziff Davis, Inc.",Richter Bret,CFO,P - Purchase,$59.13,"+2,000","5,142",+64%,"+$118,263",,,,
,2023-06-02 14:47:10,2023-05-31,SBIG,"Springbig Holdings, Inc.",Sykes Paul,CFO,P - Purchase,$0.30,"+164,636","261,743",+170%,"+$50,000",,,,
,2023-06-02 14:59:39,2023-05-31,SBIG,"Springbig Holdings, Inc.",Harris Jeffrey Todd,"CEO, 10%",P - Purchase,$0.30,"+658,544","5,471,623",+14%,"+$200,000",,,,
,2023-06-02 16:10:13,2023-06-01,IART,Integra Lifesciences Holdings Corp,De Witte Jan,"Pres, CEO",P - Purchase,$38.50,"+7,792","12,798",+156%,"+$299,986",,,,
,2023-06-02 16:31:57,2023-06-01,BIG,Big Lots Inc,Robins Ronald A Jr,EVP,P - Purchase,$5.01,"+10,000","169,897",+6%,"+$50,050",,,,
,2023-06-02 16:54:37,2023-06-01,BIG,Big Lots Inc,Schlonsky Michael Allen,EVP,P - Purchase,$4.88,"+10,000","201,528",+5%,"+$48,800",,,,
,2023-06-05 16:12:01,2023-06-01,IART,Integra Lifesciences Holdings Corp,Schwartz Eric,"EVP, GC, Sec",P - Purchase,$37.89,"+2,640","48,597",+6%,"+$100,035",,,,
,2023-06-06 16:00:37,2023-06-05,ZUMZ,Zumiez Inc,Ellis Adam Christopher,Pres International,P - Purchase,$14.67,"+10,000","34,393",+41%,"+$146,700",,,,
,2023-06-06 16:01:14,2023-06-05,ZUMZ,Zumiez Inc,Brooks Richard Miles,"CEO, 10%",P - Purchase,$13.57,"+74,930","2,647,954",+3%,"+$1,016,800",,,,
A,2023-06-14 16:16:17,2023-06-09,RNAZ,"Transcode Therapeutics, Inc.",Dudley Robert Michael,CEO,P - Purchase,$2.76,"+19,000","61,155",+45%,"+$52,440",,,,
,2023-06-12 09:21:51,2023-06-09,CC,Chemours Co,Newman Mark,"Pres, CEO",P - Purchase,$34.63,"+7,661","301,590",+3%,"+$265,300",,,,
A,2023-06-12 10:45:41,2023-06-09,CC,Chemours Co,Newman Mark,"Pres, CEO",P - Purchase,$32.63,"+7,661","301,590",+3%,"+$249,978",,,,
,2023-06-13 16:16:17,2023-06-09,RNAZ,"Transcode Therapeutics, Inc.",Dudley Robert Michael,CEO,P - Purchase,$2.76,"+19,000","912,114",+2%,"+$52,440",,,,
,2023-06-14 21:53:32,2023-06-12,LSEA,Landsea Homes Corp,Forsum Michael,"Pres, COO",P - Purchase,$7.50,"+13,333","429,441",+3%,"+$99,998",,,,
,2023-06-14 21:54:36,2023-06-12,LSEA,Landsea Homes Corp,Ho John,CEO,P - Purchase,$7.50,"+40,000","467,686",+9%,"+$300,000",,,,
,2023-06-14 21:55:45,2023-06-12,LSEA,Landsea Homes Corp,Porter Christopher T,CFO,P - Purchase,$7.50,"+6,666","62,548",+12%,"+$49,995",,,,
,2023-06-14 16:10:57,2023-06-13,CMTL,Comtech Telecommunications Corp /de/,Peterman Ken Allen,"COB, Pres, CEO",P - Purchase,$9.32,"+5,400","49,400",+12%,"+$50,332",,,,
,2023-06-14 16:11:17,2023-06-13,CMTL,Comtech Telecommunications Corp /de/,Bondi Michael,CFO,P - Purchase,$9.29,"+5,000","58,795",+9%,"+$46,450",,,,
M,2023-06-15 15:52:16,2023-06-13,SPFI,"South Plains Financial, Inc.",Griffith Curtis C,"COB, CEO, 10%",P - Purchase,$24.03,"+3,000","2,453,623",0%,"+$72,090",,,,
AM,2023-06-15 16:46:08,2023-06-13,SPFI,"South Plains Financial, Inc.",Griffith Curtis C,"COB, CEO, 10%",P - Purchase,$24.03,"+3,000","2,453,623",0%,"+$72,090",,,,
